,Variety,apple,character,cherry,cinnamon,dry,fresh,herb,oak,plum,soft,spice,strawberry,sweet,vanilla,Color
118,Greco,0.7755742669467589,0.0,0.0,0.0,0.02361247690128633,0.4352827633560642,0.4505266040027476,0.02565782223847211,0.0,0.02155553212437893,0.04087498509071496,0.0,0.0226614036744951,0.04663082634473947,White
119,Chenin Blanc-Chardonnay,0.4501663388178628,0.4501663388178628,0.0,0.0,0.2124334345739041,0.7120165774077093,0.0,0.0,0.0,0.06464260035620527,0.1838691787244199,0.0,0.06795898392989617,0.0,White
120,Merlot-Malbec,0.0,0.2445672536134945,0.7253568614444874,0.3194841443668261,0.0,0.0,0.2752561735875512,0.0,0.0,0.0,0.1997856178357856,0.0,0.4430506848222514,0.0,Red
121,Ribolla Gialla,0.8865316819943002,0.02532947662840858,0.0,0.0,0.0,0.3605668645386322,0.1995551856959009,0.0,0.0,0.1091172147092411,0.06207452219659481,0.0,0.02294305922112711,0.1652363812072868,White
122,Cabernet Sauvignon-Merlot,0.0,0.08702370674989733,0.6366510503944418,0.1136811820872755,0.131412721530653,0.08258590190831308,0.1371211274136182,0.3569896820866398,0.459355430682485,0.2399300295643055,0.2132675339299286,0.04511034382006942,0.2364742967526136,0.1784192369219647,Red
123,Port,0.006392251282559248,0.5561258615826545,0.07583457326154215,0.008350353129506233,0.4766073978617529,0.2047368203158393,0.01079155080647901,0.02294457290551755,0.1530866927159271,0.22855934716017,0.2010390775530352,0.02899348705325737,0.54426048264077,0.04467828777936381,Red
124,Duras,0.0,0.0,0.3327577182873084,0.0,0.3176697230187572,0.5323693734546806,0.0,0.0,0.0,0.5799933609760649,0.2749551698122759,0.0,0.3048744889656593,0.0,Red
125,Weissburgunder,0.3959080568408629,0.09897701421021574,0.0,0.0,0.3736579172536199,0.7827470517348644,0.0,0.05075308521725235,0.09675019875111285,0.2558306972377647,0.04042688390077705,0.0,0.0,0.04611962545435402,White
126,Roditis,0.0,0.4718627571794419,0.0,0.0,0.0,0.1865833117683452,0.0,0.2419601249549925,0.0,0.2032744321716316,0.7709240798506514,0.0,0.0,0.2198705810700089,White
127,Traminer,0.1569306646860228,0.3138613293720455,0.0,0.1025011697014961,0.2962222379999477,0.3723198242236889,0.0,0.0,0.07669999504263615,0.1352087710632223,0.4486852294595856,0.0,0.6396544681301666,0.07312388169489939,White
128,Marsanne-Roussanne,0.7619120950922209,0.0,0.0,0.0,0.2876369719315265,0.0,0.0,0.46882872511965,0.0,0.1312900805482913,0.0,0.0,0.1380257047979292,0.2840182701827235,White
129,Charbono,0.0,0.07730639410012718,0.4585628089251673,0.3029616615664651,0.2188852616968992,0.06113677255772633,0.0,0.3171272068699998,0.4534027857033813,0.5328469136364168,0.0,0.2003659777081742,0.07002296983988039,0.07204383703780304,Red
130,Silvaner,0.2669656596087413,0.0,0.03770418197977059,0.0,0.791880940799281,0.3317700191081194,0.3433887867883234,0.0,0.1118397358632172,0.0,0.0,0.0,0.2418134819075194,0.03554174768635732,White
131,Merlot-Argaman,0.0,0.7575920569334603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6527283319048812,0.0,0.0,0.0,0.0,Red
132,Insolia,0.3614933337454938,0.0,0.0,0.0,0.0,0.9291177262459132,0.0,0.0,0.0,0.07786411518275554,0.0,0.0,0.0,0.0,White
133,Prié Blanc,0.8217082548125658,0.0,0.0,0.0,0.0,0.1299674917399864,0.5548909758355273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White
134,Tannat,0.01661950002604374,0.1329560002083499,0.3614704481625867,0.04342091320219214,0.2666531539074238,0.1314331893167025,0.05611487126567537,0.4090602608634518,0.584841217587712,0.05727630552518027,0.380138538129989,0.06461268328127469,0.3010738665601885,0.0774407191968671,Red
135,Zibibbo,0.0,0.0,0.0,0.2789133423318396,0.503776778317445,0.506555031972071,0.4806036276068083,0.0,0.0,0.0,0.08720757415183414,0.0,0.2900912678415283,0.2984633195971917,White
136,Falanghina,0.8181276346776892,0.0,0.0,0.03816928581956946,0.0,0.48525432831304,0.2630823907480324,0.0,0.0,0.07552336587554377,0.02386870986955054,0.0,0.1323299490734637,0.02722979990157379,White
137,Garnacha,0.02781666791865457,0.0463611131977576,0.4491713975608017,0.04845011869099028,0.1006378941002256,0.1833204656669951,0.06261434807903468,0.2900292404408106,0.7704071312309787,0.03994394054937082,0.162850173437971,0.04806427660551177,0.1679727980578269,0.09505127681321728,Red
138,Negroamaro,0.0224910877995333,0.0,0.5336467451206386,0.1175226173634651,0.0,0.3557357797842647,0.1012533064186088,0.2537238196786626,0.4177164507319586,0.1550234861916457,0.477693930570838,0.05829335139907223,0.2037208928168377,0.1676802322078382,Red
139,Mourvèdre,0.02808601583272178,0.121706068608461,0.6849088273032887,0.1345279640515299,0.1678813030574265,0.1036535090793558,0.1685883755400209,0.2976382005237141,0.3569036635741383,0.1693890091322553,0.2676719361747685,0.1213242036823381,0.1865592006730035,0.253016182193665,Red
140,Syrah-Cabernet,0.0,0.1019860438345358,0.7057826003790874,0.0,0.0,0.08065435774819128,0.0,0.4183683587553916,0.3987661211874634,0.08786942743189484,0.1666236544513905,0.0,0.1847548512549926,0.2851303313654405,Red
141,Müller-Thurgau,0.6304968655788663,0.0,0.0,0.0,0.2380251086648952,0.6482064917570436,0.1419226426383745,0.0,0.0,0.2172901173258714,0.05150493533867354,0.0,0.2284378337211589,0.05875764089808287,White
142,Pinot Meunier,0.4034459108358144,0.1512922165634304,0.4985715505698902,0.0658788992175213,0.3807721418207839,0.0,0.05675891601667149,0.4137551502556576,0.0,0.3910523423940022,0.2471795263943107,0.1307085191948725,0.04567940526673852,0.09399543140046553,Red
143,Cabernet Sauvignon-Sangiovese,0.0,0.3533745001305631,0.6987106533193883,0.0,0.0,0.0,0.0,0.0,0.0,0.3044614128368593,0.2886696472765273,0.0,0.3200813109039388,0.3293188771390324,Red
144,Austrian Red Blend,0.0,0.164454111428766,0.5283968971781248,0.1611228004806577,0.1940146825079875,0.3251410741516822,0.0,0.1686564016559352,0.4018854299943245,0.3542271095815684,0.4366103342085342,0.1065597781662006,0.07448003117119818,0.03831476471605091,Red
145,Teroldego,0.0,0.0,0.7596360428914489,0.0,0.05578403146206432,0.1402291801498589,0.06652253795009841,0.0606161212558353,0.4622081005652895,0.1527736146319813,0.386265526288373,0.0,0.05353713889641575,0.05508222400368546,Red
146,Pansa Blanca,0.6253688558577648,0.2084562852859216,0.0,0.0,0.0,0.4945649574049762,0.0,0.0,0.0,0.0,0.0,0.0,0.5664497101728967,0.0,White
147,Muskat Ottonel,0.3498710636907132,0.3498710636907132,0.172945868617123,0.0,0.6604164310731814,0.2766910537527416,0.09844344328360889,0.0,0.0,0.0,0.2143557822732235,0.0,0.3961349385429001,0.0,White
148,Sauvignon Blanc-Semillon,0.555660274827814,0.05051457043889219,0.0,0.0659884104526607,0.3337294656804947,0.4793856197365258,0.2842663350057975,0.2590268375597631,0.04937807801930517,0.08704497624469072,0.1650602771341181,0.0,0.3202873705912341,0.2353792026582303,White
149,Claret,0.0,0.0,0.3271386244658536,0.0,0.1873832470501741,0.0,0.07448493076126265,0.8144585700823547,0.1293829859352554,0.3421196021278415,0.1081248621430926,0.08576463122796073,0.1798357462029031,0.0616752722839373,Rose
150,Semillon-Sauvignon Blanc,0.4531674335127893,0.05664592918909866,0.0,0.07399795332961306,0.1603872380667602,0.2687862495308883,0.06375400421572362,0.4066538046231795,0.0,0.04880516173633783,0.1388212255776232,0.0,0.5643993438143176,0.4223185043212502,White
151,Bical,0.7383566969834275,0.4430140181900565,0.0,0.0,0.0,0.2335679783045299,0.0,0.1514447800299923,0.1443489839583152,0.3816932852677362,0.1206318889471183,0.0,0.0,0.0,White
152,Fumé Blanc,0.1806375776432272,0.06021252588107574,0.0,0.0,0.5114570911627437,0.09523661122130858,0.2371885128084512,0.710138046456398,0.0,0.07781712047751711,0.1229681867345894,0.0,0.2181584037301074,0.2525112771999816,White
153,Moscatel,0.04621157227898903,0.3696925782319122,0.0,0.1811018982868104,0.3053012861621552,0.3654583061132372,0.05201031770623449,0.09478482997749077,0.0,0.07963019731347484,0.2642498195387196,0.0,0.7115817091639024,0.08613152951400342,Red
154,Rosado,0.0,0.07729983645009222,0.6877858657997865,0.05048932705230873,0.2918222591625292,0.4584868989308115,0.0,0.03963753825003011,0.4533643250193962,0.03330010712283669,0.0,0.0500872453284534,0.105025545028563,0.03601886289668574,Rose
155,Viura-Chardonnay,0.8932025736427168,0.1488670956071195,0.0,0.0,0.0,0.1177296376503323,0.0,0.0,0.0,0.1282613381461232,0.0,0.0,0.2696831553764262,0.277466227756514,White
156,Syrah-Viognier,0.0,0.1314724863014654,0.3899314753750517,0.0,0.1240836971077529,0.1039733334632181,0.147969987709697,0.4044959946039843,0.5140583106681297,0.4530977635763682,0.2147982734078985,0.17037797174577,0.1190858020248348,0.2450452511286381,Red
157,Baga,0.08003251015928527,0.7202925914335674,0.0,0.0,0.5287426305017745,0.126585373119197,0.09007519274786574,0.0,0.3129276560319643,0.06895463907829613,0.2615124347659493,0.0,0.0,0.0,Red
158,Malvasia Bianca,0.155791944035464,0.0,0.0,0.1017574004778135,0.8822183685428191,0.1232060654191931,0.0,0.0,0.0,0.0,0.0,0.0,0.3527850032806562,0.2177798400483479,White
159,Gelber Muskateller,0.1547708771035971,0.3095417542071942,0.0,0.0,0.7303635603113229,0.4895942708069919,0.0,0.0,0.07564439703572888,0.133347935098743,0.2528629229651083,0.0,0.1401891342322896,0.0,White
160,Malbec-Merlot,0.0,0.4322782204975406,0.1424538734156841,0.0,0.5439787572030053,0.1709308496137277,0.04054346576839488,0.07388736848832739,0.4577654157670838,0.3724435059763996,0.3236985160909771,0.04668320631826674,0.06525851914468105,0.03357094200187798,Red
161,Monastrell-Syrah,0.0,0.0,0.0,0.0,0.0,0.05363051574040352,0.305297771674487,0.4868341287800623,0.7954697056488621,0.0,0.0553975803184624,0.0,0.122851365195689,0.1263968631188946,Red
162,Malbec-Tannat,0.0,0.4826061540600539,0.0,0.0,0.0,0.1908314507433481,0.0,0.0,0.7076224974515519,0.0,0.1971191302916936,0.0,0.4371374006465557,0.0,Red
163,Malbec-Cabernet Franc,0.0,0.1305583322528735,0.387220205154831,0.0,0.3696627562898309,0.1032503864314486,0.0,0.4016834544177543,0.6381049526939354,0.0,0.3199571081659014,0.0,0.0,0.121670701657237,Red
164,Inzolia,0.4419466021574996,0.0,0.0,0.0,0.0,0.8388187563507706,0.2984419103764616,0.0,0.0,0.0,0.07220474013417988,0.0,0.0,0.08237230401409523,White
165,Portuguese Sparkling,0.4738870430019755,0.4343964560851442,0.03904143306100261,0.0,0.1863560263992993,0.4996900054354423,0.0,0.0,0.0,0.5103661928922254,0.0967789169151663,0.1023533712827451,0.1430799203002487,0.0,Rose
166,Turbiana,0.8447366088189396,0.01126315478425253,0.0,0.0,0.03189048734171578,0.3206635861410915,0.3549415532687858,0.2079173122072798,0.0,0.0,0.04600403987256893,0.0,0.01020199631531283,0.1049642655376298,White
167,Refosco,0.0,0.0,0.5223392795099339,0.0,0.0,0.2785584622897474,0.0,0.0,0.344307736843016,0.3034773727183772,0.5754732944497152,0.0,0.0,0.3282544959951008,Red
168,"Corvina, Rondinella, Molinara",0.1286603128979617,0.002680423185374202,0.673083965482303,0.1365585748518546,0.01264891339667558,0.1187075891303915,0.03620123391175449,0.1649349567850125,0.06026271850895465,0.2147748209443263,0.5802500067910865,0.06252510631425884,0.2694954607547323,0.07743663607164723,Red
169,Alvarinho,0.5786428915007463,0.6385025009663408,0.0,0.0,0.03766365551134282,0.4260528556146579,0.0,0.08185226666402289,0.05851286946947028,0.2062960543335624,0.1466969377600202,0.0,0.0,0.01859490839313262,White
170,Aragonês,0.0,0.2102160910340172,0.2078251575175311,0.0,0.1984018900139264,0.498740116976942,0.0,0.0,0.0,0.1811185811472285,0.5151730373432651,0.0,0.5712317269617024,0.0,Red
171,Ruché,0.0,0.0,0.640945197753422,0.0,0.0,0.3845360767697067,0.364835845617265,0.0,0.0,0.0,0.2648040691523405,0.2100425645718592,0.4404281904244586,0.0,Red
172,Welschriesling,0.4029791490995333,0.1343263830331778,0.0,0.0,0.1901658061099933,0.584266656461907,0.0,0.0,0.1969563998219198,0.1735999641079192,0.05486523446908644,0.0,0.6083540939478997,0.0,White
173,Tinta de Toro,0.0,0.06571535075985993,0.2728652827402552,0.0171691118079606,0.01240442606420125,0.07275820195227833,0.02958459193348811,0.5930722410557927,0.5524370517805549,0.03397153195268648,0.3865140106203198,0.0,0.1666671355965927,0.281712476053531,Red
174,Cabernet Moravia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Red
175,Rieslaner,0.0,0.4514219960286506,0.0,0.0,0.0,0.3570013091415559,0.0,0.0,0.0,0.0,0.0,0.0,0.8177825180160824,0.0,White
176,Chambourcin,0.0,0.0,0.5957991173130206,0.0,0.0,0.07943346999866373,0.0,0.4120353989717541,0.0,0.4326966156932608,0.246152137834655,0.2603304723684466,0.2729372474843149,0.2808142331619234,Red
177,Nero di Troia,0.0,0.0,0.8421126039911687,0.0,0.0,0.07484841150968614,0.3195622808928204,0.09706297326339378,0.1850303664182979,0.08154410061854914,0.309258326612987,0.0,0.1714551763999962,0.08820169164557533,Red
178,Monica,0.0,0.0,0.8603706525604141,0.0,0.0,0.2294136544750293,0.0,0.2975022577157243,0.0,0.24993623440305,0.2369725738131937,0.0,0.0,0.0,Red
179,Lambrusco di Sorbara,0.0,0.0,0.4897694476154249,0.1176651468029805,0.2125282644461283,0.2137003260671121,0.101376104713411,0.0,0.0,0.03880287401240361,0.2575317605957062,0.7587326316461407,0.04079359241292631,0.0,Rose
180,Sherry,0.0,0.06505665626781001,0.0,0.2549552712719488,0.5219038644152368,0.3344199569182958,0.0,0.0,0.0,0.1401292500903508,0.1860054617355837,0.0,0.677664426424768,0.1818839643320563,White
181,Feteasca Neagra,0.0,0.0,0.7982385296482606,0.0,0.0,0.3192696386454022,0.3029130831458313,0.0,0.2630854239623219,0.2318869566994028,0.0,0.174392515402846,0.0,0.1254095740604632,Red
182,Lagrein,0.0,0.0,0.5948508628823364,0.05071019007167666,0.0,0.2148965125011747,0.06553514373314476,0.01990546533280114,0.4363747300836666,0.1003373302949791,0.5866537867511221,0.02515317473078131,0.01758082899798499,0.2170585535946145,Red
183,Tinta Fina,0.0,0.0,0.2171421810457922,0.0,0.0,0.0,0.0,0.225252763727562,0.8587950689733033,0.1892383203650932,0.3588458628106355,0.0,0.0,0.0,Red
184,St. Laurent,0.0,0.1302605806200678,0.7565768401510994,0.06381096027153095,0.06146995042627546,0.3605521967694101,0.0,0.2337809682878725,0.238743633401719,0.336690851189452,0.1995171332807201,0.02110092969716864,0.07374254754618441,0.04552245719070312,Red
185,Marsanne-Viognier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,White
186,Cabernet Sauvignon-Shiraz,0.0,0.08156419721034243,0.4031825549045946,0.0,0.07698026732588187,0.06450400166438545,0.0,0.0,0.7175622662130166,0.1405486287798912,0.1332586705062381,0.1057007658309968,0.2216388717035426,0.4560707662290101,Red
187,Syrah-Cabernet Sauvignon,0.0,0.0501194144396293,0.5945924586096608,0.0,0.04730268982884199,0.03963629757912871,0.1128170516475049,0.4112009128407511,0.1469754370855645,0.08636405697189607,0.2865958799475861,0.3897048462776891,0.1361922368731795,0.4203682595100555,Red
188,Gewürztraminer-Riesling,0.0,0.3740592229957157,0.0,0.0,0.3530369937641045,0.5916399000524921,0.4209971240861664,0.0,0.0,0.0,0.3055668813760171,0.0,0.3388172219782141,0.0,White
189,Pugnitello,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.725675927771528,0.6880366617070138,0.0,0.0,0.0,Red
190,Cerceal,0.0,0.7411584262007588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6713301626410171,0.0,Red
191,Touriga Nacional Blend,0.0,0.5320703318707695,0.0,0.0,0.6277097946228066,0.315585760171716,0.0,0.0,0.1300249122708793,0.1146056697003448,0.2173226350100123,0.0,0.3614559820856469,0.1239625412883034,Red
192,Austrian white blend,0.7754860642526875,0.2908072740947578,0.0,0.0,0.3049598076087515,0.3577485512749395,0.0,0.03313758470242376,0.06316991158995602,0.1391969795679663,0.1847679798474926,0.0,0.1756059053086922,0.0602246341634501,White
193,Tocai,0.859990440937618,0.0,0.0,0.0,0.0,0.4534082904908158,0.0,0.0,0.0,0.0,0.2341737893320202,0.0,0.0,0.0,White
194,Tinta Roriz,0.0,0.0,0.4107544607295288,0.0,0.3921299149431183,0.0,0.0,0.0,0.4061324056597239,0.715940899705096,0.0,0.0,0.0,0.0,Red
195,Chardonnay-Viognier,0.7572330635852924,0.1622642279111341,0.0,0.0,0.0510483115110504,0.1283245883026091,0.0,0.1109403734136276,0.05287118571878729,0.3262095146944383,0.1325527377312132,0.0,0.3429451637888898,0.3528425822184701,White
196,Fernão Pires,0.3413858072989265,0.5120787109483897,0.0,0.0,0.0,0.4949644284072555,0.0,0.05835153783956234,0.0,0.294132160566991,0.4647935855670716,0.0,0.0,0.2651219190248739,White
197,Cabernet Franc-Cabernet Sauvignon,0.0,0.7348718661311576,0.2906054633262035,0.0,0.2774287476116934,0.3486984071243228,0.0,0.1507300043070661,0.1436676983481935,0.2532612019641317,0.1200625411913683,0.190467194417179,0.0,0.1369692367196628,Red
198,Grenache-Syrah,0.0,0.0,0.8376187907645897,0.2330084347927598,0.08417255167451117,0.1057959383991924,0.0,0.1829273885371648,0.1743565058383545,0.2305201799704498,0.2185635888047591,0.1155764130602551,0.2019555360268541,0.08311359406589652,Red
199,Seyval Blanc,0.786420051729429,0.0,0.0,0.0,0.4241274472526875,0.2665415292176517,0.1264431480930708,0.0,0.1098181329037586,0.09679514830555637,0.0,0.0,0.305283198321605,0.0,White
200,Muscat Canelli,0.0,0.0,0.04111486545765129,0.1086544980246266,0.1177518705421148,0.09866771209404947,0.04680642513356658,0.0,0.0,0.1433255951242733,0.03397290037899794,0.0,0.9040720913565441,0.3488113752300893,White
201,Cabernet Merlot,0.0,0.4656127177394633,0.7233552560363237,0.08689160053431329,0.06277787962964104,0.1578102256377387,0.149725423947872,0.0,0.1300392053990633,0.1146182678517223,0.3803564177597862,0.08619962211885156,0.06024928592047276,0.1239761680038435,Red
202,Tempranillo-Cabernet Sauvignon,0.0,0.0,0.4169299331677229,0.03060619998220515,0.1547876467474426,0.1111723410641563,0.0,0.4325028848585252,0.7328682453073864,0.04037248256347237,0.172253015142646,0.09108738439861916,0.04244372718025501,0.1528402951110493,Red
203,Arinto,0.4555212653589006,0.6832818980383508,0.0,0.0,0.1671914406449756,0.4803242184492471,0.0,0.02595339913964332,0.02473737817394692,0.2180385083705857,0.1240375889691409,0.0,0.02292246197523637,0.04716801126331624,White
204,Aragonez,0.0,0.8250739812531599,0.0,0.0,0.0,0.434999466924985,0.0,0.2820523560628028,0.0,0.0,0.2246661026355801,0.0,0.0,0.0,Red
205,Merlot-Cabernet Franc,0.0,0.08033314078850014,0.6353556497460097,0.1049411332462116,0.07581839660701398,0.317652182229145,0.1808270945435559,0.2471576722782649,0.2355773428691584,0.2076409718277832,0.1968710764992712,0.0,0.4365873089843229,0.2245936227295358,Red
206,Syrah-Petite Sirah,0.0,0.0,0.4300782435340623,0.0,0.0,0.0,0.2448071382878224,0.446142304127972,0.4252387456929219,0.3748110295290441,0.1776851895308595,0.0,0.1970200501848084,0.4054121217980707,Red
207,Cabernet Blend,0.0,0.02774057341980975,0.3565257881027469,0.0,0.02618154571083582,0.08775311007734753,0.2185507170682,0.6258874013462844,0.4338633187921593,0.2151072235223936,0.2945945449884555,0.07189918997187357,0.1758889611873892,0.2585216105414878,Red
208,Muscat,0.1705298393996177,0.1395244140542327,0.07663194780436638,0.0405031403053433,0.4096807690853935,0.1961619510997991,0.0348960648448573,0.01589885295397267,0.0,0.1202118438441127,0.2532815807253799,0.0,0.8004010753507148,0.1300264262215997,Red
209,Glera,0.8597663668156849,0.003059666785820943,0.0,0.007993834094080571,0.2281293022839855,0.3314986706513502,0.08953364011877525,0.0,0.0,0.2451625510701792,0.01249712318687829,0.0,0.174598211779562,0.005702765932198614,White
210,Maturana,0.0,0.9043611797884794,0.0,0.0,0.426767918770366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red
211,Pecorino,0.8013738123768106,0.0,0.0,0.0,0.09454204849469423,0.4753171688250932,0.1127415291443263,0.1027314112144554,0.0,0.1726124855051487,0.1636594432181639,0.0,0.09073404429821778,0.1867052687467896,White
212,Kinali Yapincak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White
213,Cabernet Franc-Carmenère,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3192614011761947,0.912908167606008,0.0,0.2543046111207063,0.0,0.0,0.0,Red
214,Gamay Noir,0.0,0.0,0.887949744090591,0.0,0.09418756375648478,0.3156899803214918,0.0,0.2046924410379832,0.0,0.1719652762188023,0.081522901650088,0.1293279169669632,0.0903938376446509,0.0,Red
215,Sauvignon Gris,0.7485822993703485,0.2495274331234495,0.0,0.0,0.4710078481480737,0.1973355775205728,0.0,0.2559035990004545,0.0,0.0,0.0,0.0,0.2260181984584032,0.0,White
216,Spätburgunder,0.02222058449871321,0.0,0.8567463203392288,0.08708186792400291,0.0,0.2284472438967288,0.1500532791767958,0.1367303179598984,0.3258098838055029,0.1723038728950584,0.1452149668332457,0.05759224951774651,0.02012707145753871,0.06212381991727356,Red
217,Picpoul,0.735446691123683,0.0,0.0,0.0,0.1983183967720357,0.5816186048637217,0.0,0.0,0.0,0.0,0.0,0.0,0.2854956680816251,0.0,White
218,Vidal Blanc,0.3429601802999063,0.03810668669998959,0.0,0.09955938103014407,0.07193016125699965,0.2712256700551202,0.0,0.1172412766457502,0.0,0.1313282726051113,0.3424205251071792,0.04938326012188124,0.7938786733579559,0.1065378339769239,White
219,Albanello,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,White
220,Trebbiano,0.8036644711495285,0.0,0.0,0.0,0.1625353523762913,0.3631815790166559,0.1938236420585215,0.2354858518893812,0.0,0.1978352955313235,0.1875739997648754,0.0,0.05199622847663209,0.1604905284444554,White
221,White Port,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,White
222,Arneis,0.5082612188860054,0.06776816251813404,0.0,0.0,0.03197978675236854,0.6431230099533585,0.1906797090595006,0.208499520100363,0.0,0.4671030987919204,0.0,0.0,0.0920750745526677,0.1263098224574872,White
223,Malvasia,0.5352384086778986,0.1189418685950886,0.1175890601647793,0.0,0.1122573034965005,0.423286446566342,0.1338669962765242,0.1219811860536544,0.0,0.1537174131602741,0.09716294537684349,0.0,0.5925466626473478,0.277112543463667,White
224,Lemberger,0.0,0.0,0.8376178886196677,0.0,0.1499321961877962,0.1675100553843009,0.05959812004400672,0.1086130199637699,0.2588101596058553,0.3193661553650992,0.2162866518061214,0.06862342134460653,0.04796438814698781,0.09869728665268575,Red
225,Blanc du Bois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7495167796998203,0.0,0.0,0.0,0.0,0.6619853449649856,0.0,White
226,Provence red blend,0.0,0.6151787247448467,0.05068182250886898,0.0,0.6289893073479456,0.0,0.0,0.0,0.2004460812154133,0.08833790761821211,0.4187800417085983,0.0,0.0,0.0,Red
227,Provence white blend,0.4000709826083268,0.5600993756516575,0.0,0.0,0.0,0.63278203453629,0.0,0.0,0.0,0.1378777207239995,0.326815741918133,0.0,0.0,0.0,White
228,Nosiola,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White
229,Dornfelder,0.0,0.04381600304529541,0.8230354113609137,0.05723790914634556,0.0,0.2079079520200616,0.04931414636240997,0.0,0.2569813023925804,0.2642578208380658,0.1789652357411106,0.0,0.2778151389443537,0.1633330862104174,Red
230,Roussanne-Viognier,0.4164840196389265,0.2082420098194633,0.0,0.0,0.1965387526961218,0.6587421151635576,0.2343727459673448,0.4271264214025267,0.0,0.0,0.0,0.0,0.1886224825607325,0.1940661389590452,White
231,Godello,0.8853110707819025,0.04215767003723345,0.0,0.0,0.1392593916331546,0.2833887581275646,0.0,0.1729396940923019,0.0,0.1271281408773512,0.1033150926437988,0.0,0.2100218113319793,0.1178634838195456,White
232,Mondeuse,0.0,0.401204912419487,0.1983208652350369,0.0,0.189328544059972,0.6345755422989606,0.0,0.0,0.0,0.3456712763009032,0.4916130642319365,0.0,0.0,0.0,Red
233,Colombard,0.6077611597167913,0.3038805798583957,0.0,0.0,0.3585030116264827,0.4806401362208192,0.0855030716536339,0.2337342223619437,0.0,0.1309091497026347,0.06205958534748467,0.0,0.2752504618284194,0.1415971035068323,White
234,Perricone,0.0,0.0,0.6605189200822393,0.1745557255227461,0.0,0.105674496582385,0.150391003536071,0.4111141691392314,0.1306172731613517,0.0,0.5457817560782334,0.0,0.0,0.1245272835370025,Red
235,Pedro Ximénez,0.2405441412923173,0.0,0.0,0.4713429825197287,0.2837818695837249,0.1902312561265588,0.0,0.0,0.0,0.0,0.1473743699580038,0.0,0.7625844370867446,0.0,Red
236,Auxerrois,0.5775944667932668,0.0,0.0,0.0,0.3893810728273966,0.522037935013385,0.0,0.3384878389979206,0.0,0.2843688532649902,0.2022144345080467,0.0,0.0,0.07689646988263879,White
237,Syrah-Merlot,0.0,0.0,0.595254183997762,0.2621802918863718,0.1894213330643752,0.1587216361763212,0.0,0.4116585407162767,0.5885560276001833,0.0,0.0,0.0,0.0,0.0,Red
238,Albana,0.1901534865616245,0.0,0.0,0.0,0.1794668093245969,0.6015218065361858,0.6420432866454276,0.0,0.0,0.0,0.3106706334150595,0.0,0.1722381700691797,0.1772089742055788,White
239,Muskat,0.0,0.6604236280424473,0.0,0.0,0.0,0.5222875754246714,0.0,0.0,0.0,0.0,0.539496357800745,0.0,0.0,0.0,White
240,Lambrusco,0.0722102224625994,0.0,0.7495837175470592,0.0,0.2385319596874063,0.2569793869307084,0.04063567226455585,0.0,0.1058784218366149,0.06221509006480074,0.08848218861435868,0.4211043857819038,0.3270346708372298,0.03364729114658355,Red
241,Cabernet Sauvignon-Malbec,0.0,0.0,0.3787936800404191,0.0,0.1446473236311829,0.06060209666950409,0.0,0.3143537488688835,0.8239687869746427,0.06602335799569468,0.06259886692058902,0.0,0.0,0.2142413179801641,Red
242,Malbec-Cabernet Sauvignon,0.0,0.0,0.1703913251430777,0.04502941623447951,0.162665393132265,0.08178123423440319,0.07759148633900716,0.353511387965527,0.8086751037902272,0.05939807368529393,0.2534274990365354,0.0,0.2810042790297783,0.06424757327373992,Red
243,Agiorgitiko,0.0,0.2410215964596537,0.6989555189394592,0.3148523662964753,0.06066029806003268,0.1270725636240716,0.03616874644948328,0.0,0.2513056192892667,0.152284056207994,0.4462821648894921,0.04164599697568361,0.04366274789067258,0.2096400015210177,Red
244,Grechetto,0.1966025938374006,0.0,0.0,0.0,0.0,0.9328838736000313,0.0,0.0,0.0,0.0,0.1606035562716718,0.0,0.1780796745077508,0.1832190648199923,White
245,Moschofilero,0.0,0.3209884937823059,0.0,0.0,0.0,0.465391012026306,0.06021115750283604,0.0,0.0,0.2304651540250451,0.7866411009769513,0.0,0.04845775885402055,0.04985625274219556,White
246,Encruzado,0.3384823132837526,0.6769646265675052,0.0,0.0,0.0,0.4015266093365971,0.0,0.08678288503498775,0.08271675839398947,0.07290763997160488,0.4838825308858152,0.0,0.07664804797292363,0.07886011533149866,White
